node_id,Ocean,Host_Sci_Name,type,genetic,host_tol
124,Caribbean,Agaricia agaricites,0,Agariciidae,0.665
125,Caribbean,Agaricia fragilis,0,Agariciidae,0.927
126,Caribbean,Agaricia fragilis,0,Agariciidae,0.927
127,Caribbean,Agaricia fragilis,0,Agariciidae,0.927
128,Caribbean,Agaricia humilis,0,Agariciidae,0.890
129,Caribbean,Agaricia humilis,0,Agariciidae,0.890
130,Caribbean,Agaricia humilis,0,Agariciidae,0.890
131,Caribbean,Agaricia lamarcki,0,Agariciidae,0.745
132,Caribbean,Agaricia sp.,0,Agariciidae,0.678
133,Caribbean,Agaricia sp.,0,Agariciidae,0.678
134,Caribbean,Agaricia tenuifolia,0,Agariciidae,0.679
135,Caribbean,Agaricia tenuifolia,0,Agariciidae,0.679
136,Caribbean,Agaricia undata,0,Agariciidae,0.973
137,Pacific,Alveopora fenestrata,0,Poritidae,0.756
138,Pacific,Alveopora sp.,0,Poritidae,0.747
139,Pacific,Alveopora sp.,0,Poritidae,0.747
140,Indian,Alveopora sp.,0,Poritidae,0.747
141,Indian,Astreopora myriophthalma,0,Acroporidae,0.973
142,Indian,Astreopora myriophthalma,0,Acroporidae,0.973
143,Pacific,Astreopora myriophthalma,0,Acroporidae,0.973
144,Pacific,Astreopora myriophthalma,0,Acroporidae,0.973
145,Indian,Australomussa rowleyensis,0,Mussidae,0.931
146,Pacific,Caulastrea chalcidicum,0,Faviidae,0.645
147,Pacific,Caulastrea furcata,0,Faviidae,0.955
148,Caribbean,Cladocora arbuscula,0,Caryophylliidae,0.973
149,Indian,Coeloseris mayeri,0,Agariciidae,0.640
150,Indian,Coeloseris sp.,0,Agariciidae,0.641
151,Caribbean,Colpophyllia natans,0,Faviidae,0.820
152,Caribbean,Colpophyllia natans,0,Faviidae,0.820
153,Caribbean,Colpophyllia natans,0,Faviidae,0.820
154,Caribbean,Colpophyllia natans,0,Faviidae,0.820
155,Caribbean,Colpophyllia natans,0,Faviidae,0.820
156,Caribbean,Colpophyllia natans,0,Faviidae,0.820
157,Caribbean,Colpophyllia sp.,0,Faviidae,0.820
158,Indian,Coscinaraea columna,0,Siderastreidae,0.935
159,Pacific,Coscinaraea columna,0,Siderastreidae,0.935
160,Indian,Coscinaraea crassa,0,Siderastreidae,0.636
161,Pacific,Coscinaraea exesa,0,Siderastreidae,0.920
162,Indian,Coscinaraea marshae,0,Siderastreidae,0.609
163,Indian,Coscinaraea mcneilli,0,Siderastreidae,0.710
164,Indian,Coscinaraea monile,0,Siderastreidae,0.629
165,Indian,Coscinaraea sp.,0,Siderastreidae,0.735
166,Pacific,Coscinaraea sp.,0,Siderastreidae,0.735
167,Pacific,Coscinaraea wellsi,0,Siderastreidae,0.685
168,Pacific,Ctenactis echinata,0,Fungiidae,0.990
169,Indian,Cycloseris sp.,0,Fungiidae,0.623
170,Pacific,Cycloseris vaughani,0,Fungiidae,0.673
171,Pacific,Cynarina lacrymalis,0,Mussidae,0.700
172,Indian,Cyphastrea chalcidicum,0,Faviidae,0.990
173,Pacific,Cyphastrea decadia,0,Faviidae,0.992
174,Pacific,Cyphastrea japonica,0,Faviidae,0.709
175,Pacific,Cyphastrea microphthalma,0,Faviidae,0.935
176,Pacific,Cyphastrea ocellina,0,Faviidae,0.945
177,Pacific,Cyphastrea serailia,0,Faviidae,0.136
178,Indian,Cyphastrea serailia,0,Faviidae,0.136
179,Pacific,Cyphastrea sp.,0,Faviidae,0.783
180,Pacific,Cyphastrea sp.,0,Faviidae,0.783
181,Indian,Cyphastrea sp.,0,Faviidae,0.783
182,Caribbean,Dendrogyra cylindrus,0,Meandrinidae,0.546
183,Caribbean,Dendrogyra cylindrus,0,Meandrinidae,0.546
184,Caribbean,Dendrogyra cylindrus,0,Meandrinidae,0.546
185,Caribbean,Dichocoenia stokesi,0,Meandrinidae,0.898
186,Caribbean,Dichocoenia stokesi,0,Meandrinidae,0.898
187,Caribbean,Dichocoenia stokesi,0,Meandrinidae,0.898
188,Caribbean,Dichocoenia stokesi,0,Meandrinidae,0.898
189,Caribbean,Dichocoenia stokesi,0,Meandrinidae,0.898
190,Indian,Diploastrea heliopora,0,Faviidae,0.801
191,Indian,Diploastrea heliopora,0,Faviidae,0.801
192,Pacific,Diploastrea heliopora,0,Faviidae,0.801
193,Pacific,Diploastrea sp.,0,Faviidae,0.658
194,Caribbean,Diploria clivosa,0,Faviidae,0.825
195,Caribbean,Diploria clivosa,0,Faviidae,0.825
196,Caribbean,Diploria clivosa,0,Faviidae,0.825
197,Caribbean,Diploria clivosa,0,Faviidae,0.825
198,Caribbean,Diploria labyrinthiformis,0,Faviidae,0.877
199,Caribbean,Diploria labyrinthiformis,0,Faviidae,0.877
200,Caribbean,Diploria labyrinthiformis,0,Faviidae,0.877
201,Caribbean,Diploria labyrinthiformis,0,Faviidae,0.877
202,Caribbean,Diploria sp.,0,Faviidae,0.827
203,Caribbean,Diploria sp.,0,Faviidae,0.827
204,Caribbean,Diploria sp.,0,Faviidae,0.827
205,Caribbean,Diploria strigosa,0,Faviidae,0.824
206,Caribbean,Diploria strigosa,0,Faviidae,0.824
207,Caribbean,Diploria strigosa,0,Faviidae,0.824
208,Caribbean,Diploria strigosa,0,Faviidae,0.824
209,Caribbean,Diploria strigosa,0,Faviidae,0.824
210,Pacific,Echinophyllia aspera,0,Pectiniidae,0.894
211,Indian,Echinophyllia aspera,0,Pectiniidae,0.894
212,Indian,Echinophyllia aspera,0,Pectiniidae,0.894
213,Indian,Echinophyllia echinata,0,Pectiniidae,0.903
214,Pacific,Echinophyllia echinata,0,Pectiniidae,0.903
215,Pacific,Echinophyllia echinoporoides,0,Pectiniidae,0.897
216,Pacific,Echinophyllia orpheensis,0,Pectiniidae,0.990
217,Pacific,Echinophyllia sp.,0,Pectiniidae,0.889
218,Indian,Echinopora gemmacea,0,Faviidae,0.684
219,Indian,Echinopora gemmacea,0,Faviidae,0.684
220,Pacific,Echinopora gemmacea,0,Faviidae,0.684
221,Indian,Echinopora hirsutissima,0,Faviidae,0.763
222,Pacific,Echinopora hirsutissima,0,Faviidae,0.763
223,Indian,Echinopora horrida,0,Faviidae,0.992
224,Pacific,Echinopora horrida,0,Faviidae,0.992
225,Pacific,Echinopora lamellosa,0,Faviidae,0.911
226,Indian,Echinopora lamellosa,0,Faviidae,0.911
227,Pacific,Echinopora lamellosa,0,Faviidae,0.911
228,Indian,Echinopora lamellosa,0,Faviidae,0.911
229,Indian,Echinopora lamellosa,0,Faviidae,0.911
230,Pacific,Echinopora mammiformis,0,Faviidae,0.808
231,Pacific,Echinopora pacificus,0,Faviidae,0.714
232,Indian,Echinopora robusta,0,Faviidae,0.861
233,Indian,Echinopora sp.,0,Faviidae,0.862
234,Indian,Echinopora sp.,0,Faviidae,0.862
235,Indian,Euphyllia ancora,0,Euphyllidae,0.973
236,Pacific,Euphyllia divisa,0,Caryophylliidae,0.973
237,Indian,Euphyllia glabrescens,0,Caryophylliidae,0.973
238,Caribbean,Eusmilia fastigiata,0,Meandrinidae,0.859
239,Caribbean,Eusmilia fastigiata,0,Meandrinidae,0.859
240,Caribbean,Eusmilia fastigiata,0,Meandrinidae,0.859
241,Caribbean,Eusmilia fastigiata,0,Meandrinidae,0.859
242,Pacific,Favia favus,0,Faviidae,0.584
243,Indian,Favia favus,0,Faviidae,0.584
244,Caribbean,Favia fragum,0,Faviidae,0.658
245,Caribbean,Favia fragum,0,Faviidae,0.658
246,Caribbean,Favia fragum,0,Faviidae,0.658
247,Caribbean,Favia fragum,0,Faviidae,0.658
248,Caribbean,Favia fragum,0,Faviidae,0.658
249,Indian,Favia lizardensis,0,Faviidae,0.652
250,Pacific,Favia matthaii,0,Faviidae,0.743
251,Pacific,Favia pallida,0,Faviidae,0.602
252,Indian,Favia pallida,0,Faviidae,0.602
253,Pacific,Favia rotundata,0,Faviidae,0.740
254,Indian,Favia sp.,0,Faviidae,0.678
255,Pacific,Favia speciosa,0,Faviidae,0.722
256,Indian,Favia speciosa,0,Faviidae,0.722
257,Indian,Favia stelligera,0,Faviidae,0.796
258,Pacific,Favia stelligera,0,Faviidae,0.796
259,Pacific,Favia stelligera,0,Faviidae,0.796
260,Indian,Favites abdita,0,Faviidae,0.740
261,Indian,Favites abdita,0,Faviidae,0.740
262,Pacific,Favites abdita,0,Faviidae,0.740
263,Indian,Favites abdita,0,Faviidae,0.740
264,Indian,Favites chinensis,0,Faviidae,0.506
265,Pacific,Favites complanata,0,Faviidae,0.797
266,Indian,Favites halicora,0,Faviidae,0.743
267,Indian,Favites halicora,0,Faviidae,0.743
268,Pacific,Favites halicora,0,Faviidae,0.743
269,Pacific,Favites halicora,0,Faviidae,0.743
270,Indian,Favites helianthoides,0,Faviidae,0.839
271,Indian,Favites pentagona,0,Faviidae,0.729
272,Indian,Favites sp.,0,Faviidae,0.716
273,Indian,Favites stylifera,0,Faviidae,0.851
274,Indian,Favites vasta,0,Faviidae,0.615
275,Pacific,Fungia danai,0,Fungiidae,0.882
276,Indian,Fungia danai,0,Fungiidae,0.882
277,Indian,Fungia echinata,0,Fungiidae,0.923
278,Pacific,Fungia echinata,0,Fungiidae,0.923
279,Pacific,Fungia fungites,0,Fungiidae,0.848
280,Indian,Fungia fungites,0,Fungiidae,0.848
281,Indian,Fungia fungites,0,Fungiidae,0.848
282,Pacific,Fungia granulosa,0,Fungiidae,0.781
283,Indian,Fungia granulosa,0,Fungiidae,0.781
284,Indian,Fungia granulosa,0,Fungiidae,0.781
285,Pacific,Fungia horrida,0,Fungiidae,0.881
286,Indian,Fungia paumotensis,0,Fungiidae,0.804
287,Pacific,Fungia paumotensis,0,Fungiidae,0.804
288,Indian,Fungia repanda,0,Fungiidae,0.914
289,Pacific,Fungia scutaria,0,Fungiidae,0.831
290,Pacific,Fungia scutaria,0,Fungiidae,0.831
291,Pacific,Fungia scutaria,0,Fungiidae,0.831
292,Pacific,Fungia sp.,0,Fungiidae,0.883
293,Pacific,Fungia sp.,0,Fungiidae,0.883
294,Indian,Fungia sp.,0,Fungiidae,0.883
295,Pacific,Galaxea archelia,0,Oculinidae,0.702
296,Indian,Galaxea astreata,0,Oculinidae,0.524
297,Pacific,Galaxea astreata,0,Oculinidae,0.524
298,Indian,Galaxea astreata,0,Oculinidae,0.524
299,Indian,Galaxea fascicularis,0,Oculinidae,0.746
300,Pacific,Galaxea fascicularis,0,Oculinidae,0.746
301,Pacific,Galaxea fascicularis,0,Oculinidae,0.746
302,Indian,Galaxea fascicularis,0,Oculinidae,0.746
303,Indian,Galaxea fascicularis,0,Oculinidae,0.746
304,Pacific,Galaxea horresens,0,Oculinidae,0.715
305,Indian,Galaxea sp.,0,Oculinidae,0.679
306,Indian,Gardineroseris planulata,0,Agariciidae,0.767
307,Indian,Gardineroseris planulata,0,Agariciidae,0.767
308,Pacific,Gardineroseris planulata,0,Agariciidae,0.767
309,Indian,Goniastrea aspera,0,Faviidae,0.689
310,Indian,Goniastrea aspera,0,Faviidae,0.689
311,Indian,Goniastrea aspera,0,Faviidae,0.689
312,Pacific,Goniastrea aspera,0,Faviidae,0.689
313,Indian,Goniastrea australensis,0,Faviidae,0.772
314,Pacific,Goniastrea australensis,0,Faviidae,0.772
315,Indian,Goniastrea columella,0,Faviidae,0.715
316,Indian,Goniastrea edwardsi,0,Faviidae,0.431
317,Pacific,Goniastrea edwardsi,0,Faviidae,0.431
318,Pacific,Goniastrea favulus,0,Faviidae,0.851
319,Indian,Goniastrea favulus,0,Faviidae,0.851
320,Indian,Goniastrea favulus,0,Faviidae,0.851
321,Pacific,Goniastrea pectinata,0,Faviidae,0.531
322,Indian,Goniastrea pectinata,0,Faviidae,0.531
323,Indian,Goniastrea peresi,0,Faviidae,0.723
324,Indian,Goniastrea retiformis,0,Faviidae,0.432
325,Pacific,Goniastrea retiformis,0,Faviidae,0.432
326,Indian,Goniastrea sp.,0,Faviidae,0.707
327,Indian,Goniopora columna,0,Poritidae,0.632
328,Indian,Goniopora columna,0,Poritidae,0.632
329,Pacific,Goniopora djiboutiensis,0,Poritidae,0.770
330,Indian,Goniopora djiboutiensis,0,Poritidae,0.770
331,Indian,Goniopora fruticosa,0,Poritidae,0.900
332,Pacific,Goniopora minor,0,Poritidae,0.786
333,Indian,Goniopora sp.,0,Poritidae,0.721
334,Indian,Goniopora sp.,0,Poritidae,0.721
335,Pacific,Goniopora tenuidens,0,Poritidae,0.607
336,Pacific,Heliofungia actiniformes,0,Fungiidae,0.990
337,Indian,Heliofungia sp.,0,Fungiidae,0.990
338,Pacific,Herpolitha weberi,0,Fungiidae,0.498
339,Indian,Hydnophora exesa,0,Merulinidae,0.699
340,Pacific,Hydnophora exesa,0,Merulinidae,0.699
341,Indian,Hydnophora exesa,0,Merulinidae,0.699
342,Pacific,Hydnophora exesa,0,Merulinidae,0.699
343,Indian,Hydnophora microconos,0,Merulinidae,0.898
344,Pacific,Hydnophora microconos,0,Merulinidae,0.898
345,Pacific,Hydnophora rigida,0,Merulinidae,0.744
346,Indian,Hydnophora rigida,0,Merulinidae,0.744
347,Indian,Hydnophora rigida,0,Merulinidae,0.744
348,Caribbean,Isophyllastrea rigida,0,Mussidae,0.973
349,Caribbean,Isophyllastrea rigida,0,Mussidae,0.973
350,Caribbean,Isophyllia sinuosa,0,Mussidae,0.973
351,Caribbean,Isophyllia sinuosa,0,Mussidae,0.973
352,Pacific,Leptastrea bottae,0,Faviidae,0.793
353,Pacific,Leptastrea pruinosa,0,Faviidae,0.929
354,Indian,Leptastrea pruinosa,0,Faviidae,0.929
355,Indian,Leptastrea purpurea,0,Faviidae,0.843
356,Pacific,Leptastrea purpurea,0,Faviidae,0.843
357,Pacific,Leptastrea purpurea,0,Faviidae,0.843
358,Pacific,Leptastrea sp.,0,Faviidae,0.832
359,Indian,Leptastrea sp.,0,Faviidae,0.832
360,Indian,Leptoria phrygia,0,Faviidae,0.540
361,Pacific,Leptoria phrygia,0,Faviidae,0.540
362,Caribbean,Leptoseris cucullata,0,Agariciidae,0.890
363,Caribbean,Leptoseris cucullata,0,Agariciidae,0.890
364,Pacific,Leptoseris explanata,0,Agariciidae,0.753
365,Pacific,Leptoseris incrustans,0,Agariciidae,0.912
366,Indian,Leptoseris mycetoseroides,0,Agariciidae,0.461
367,Indian,Leptoseris mycetoseroides,0,Agariciidae,0.461
368,Pacific,Leptoseris sp,0,Agariciidae,0.785
369,Pacific,Leptoseris yabei,0,Agariciidae,0.807
370,Indian,Lithophyllon undulatum,0,Fungiidae,0.937
371,Pacific,Lithophyllon undulatum,0,Fungiidae,0.937
372,Pacific,Lobophyllia corymbosa,0,Mussidae,0.572
373,Indian,Lobophyllia hemprichii,0,Mussidae,0.496
374,Indian,Lobophyllia hemprichii,0,Mussidae,0.496
375,Pacific,Lobophyllia hemprichii,0,Mussidae,0.496
376,Indian,Lobophyllia hemprichii,0,Mussidae,0.496
377,Pacific,Lobophyllia robusta,0,Mussidae,0.960
378,Pacific,Lobophyllia sp.,0,Mussidae,0.601
379,Indian,Lobophyllia sp.,0,Mussidae,0.601
380,Caribbean,Madracis carmabi,0,Pocilloporidae,0.894
381,Caribbean,Madracis decactis,0,Pocilloporidae,0.973
382,Caribbean,Madracis decactis,0,Pocilloporidae,0.973
383,Caribbean,Madracis decactis,0,Pocilloporidae,0.973
384,Caribbean,Madracis formosa,0,Pocilloporidae,0.973
385,Caribbean,Madracis formosa,0,Pocilloporidae,0.973
386,Caribbean,Madracis formosa,0,Pocilloporidae,0.973
387,Caribbean,Madracis mirabilis,0,Pocilloporidae,0.940
388,Caribbean,Madracis mirabilis,0,Pocilloporidae,0.940
389,Caribbean,Madracis pharensis,0,Pocilloporidae,0.973
390,Caribbean,Madracis pharensis,0,Pocilloporidae,0.973
391,Caribbean,Madracis senaria,0,Pocilloporidae,0.973
392,Caribbean,Madracis sp.,0,Pocilloporidae,0.899
393,Caribbean,Madracis sp.,0,Pocilloporidae,0.899
394,Caribbean,Madracis sp.,0,Pocilloporidae,0.899
395,Caribbean,Madracis sp.,0,Pocilloporidae,0.899
396,Caribbean,Madracis sp.,0,Pocilloporidae,0.899
397,Caribbean,Manicina areolata,0,Faviidae,0.973
398,Caribbean,Manicina sp.,0,Faviidae,0.973
399,Caribbean,Meandrina meandrites,0,Meandrinidae,0.836
400,Caribbean,Meandrina meandrites,0,Meandrinidae,0.836
401,Caribbean,Meandrina meandrites,0,Meandrinidae,0.836
402,Caribbean,Meandrina meandrites,0,Meandrinidae,0.836
403,Pacific,Merulina ampliata,0,Merulinidae,0.414
404,Indian,Merulina ampliata,0,Merulinidae,0.414
405,Indian,Merulina ampliata,0,Merulinidae,0.414
406,Pacific,Merulina scabricula,0,Merulinidae,0.909
407,Indian,Merulina scabricula,0,Merulinidae,0.909
408,Caribbean,Montastraea annularis,0,Faviidae,0.811
409,Caribbean,Montastraea annularis,0,Faviidae,0.811
410,Caribbean,Montastraea annularis,0,Faviidae,0.811
411,Caribbean,Montastraea annularis,0,Faviidae,0.811
412,Caribbean,Montastraea annularis,0,Faviidae,0.811
413,Pacific,Montastraea annuligera,0,Faviidae,0.724
414,Caribbean,Montastraea cavernosa,0,Faviidae,0.856
415,Caribbean,Montastraea cavernosa,0,Faviidae,0.856
416,Caribbean,Montastraea cavernosa,0,Faviidae,0.856
417,Caribbean,Montastraea cavernosa,0,Faviidae,0.856
418,Indian,Montastraea curta,0,Faviidae,0.851
419,Pacific,Montastraea curta,0,Faviidae,0.851
420,Caribbean,Montastraea faveolata,0,Faviidae,0.780
421,Caribbean,Montastraea faveolata,0,Faviidae,0.780
422,Caribbean,Montastraea faveolata,0,Faviidae,0.780
423,Caribbean,Montastraea faveolata,0,Faviidae,0.780
424,Caribbean,Montastraea faveolata,0,Faviidae,0.780
425,Caribbean,Montastraea faveolata,0,Faviidae,0.780
426,Caribbean,Montastraea franksi,0,Faviidae,0.826
427,Caribbean,Montastraea franksi,0,Faviidae,0.826
428,Caribbean,Montastraea franksi,0,Faviidae,0.826
429,Caribbean,Montastraea franksi,0,Faviidae,0.826
430,Caribbean,Montastraea franksi,0,Faviidae,0.826
431,Indian,Montastraea magonistercasa,0,Faviidae,0.786
432,Caribbean,Montastraea sp.,0,Faviidae,0.791
433,Caribbean,Montastraea sp.,0,Faviidae,0.791
434,Indian,Montastraea valenciennesi,0,Faviidae,0.762
435,Pacific,Montastraea valenciennesi,0,Faviidae,0.762
436,Indian,Montipora aequituberculata,0,Acroporidae,0.844
437,Pacific,Montipora aequituberculata,0,Acroporidae,0.844
438,Indian,Montipora angulata,0,Acroporidae,0.664
439,Indian,Montipora caliculata,0,Acroporidae,0.602
440,Pacific,Montipora capitata,0,Acroporidae,0.863
441,Pacific,Montipora capitata,0,Acroporidae,0.863
442,Pacific,Montipora danae,0,Acroporidae,0.274
443,Indian,Montipora digitata,0,Acroporidae,0.815
444,Pacific,Montipora digitata,0,Acroporidae,0.815
445,Pacific,Montipora digitata,0,Acroporidae,0.815
446,Indian,Montipora efflorescens,0,Acroporidae,0.731
447,Pacific,Montipora efflorescens,0,Acroporidae,0.731
448,Pacific,Montipora faveolata,0,Acroporidae,0.701
449,Pacific,Montipora flabellata,0,Acroporidae,0.615
450,Pacific,Montipora foliosa,0,Acroporidae,0.806
451,Pacific,Montipora grisea,0,Acroporidae,0.714
452,Indian,Montipora hispida,0,Acroporidae,0.384
453,Indian,Montipora mollis,0,Acroporidae,0.475
454,Indian,Montipora mollis,0,Acroporidae,0.475
455,Pacific,Montipora mollis,0,Acroporidae,0.475
456,Pacific,Montipora monasteriata,0,Acroporidae,0.686
457,Indian,Montipora monasteriata,0,Acroporidae,0.686
458,Pacific,Montipora patula,0,Acroporidae,0.863
459,Pacific,Montipora patula,0,Acroporidae,0.863
460,Indian,Montipora peltiformis,0,Acroporidae,0.547
461,Indian,Montipora sp.,0,Acroporidae,0.652
462,Pacific,Montipora sp.,0,Acroporidae,0.652
463,Indian,Montipora sp.,0,Acroporidae,0.652
464,Pacific,Montipora sp.,0,Acroporidae,0.652
465,Pacific,Montipora stellata,0,Acroporidae,0.699
466,Indian,Montipora tuberculosa,0,Acroporidae,0.706
467,Indian,Montipora tuberculosa,0,Acroporidae,0.706
468,Pacific,Montipora turtlensis,0,Acroporidae,0.656
469,Indian,Montipora undata,0,Acroporidae,0.566
470,Pacific,Montipora venosa,0,Acroporidae,0.836
471,Pacific,Montipora verrucosa,0,Acroporidae,0.973
472,Indian,Montipora verrucosa,0,Acroporidae,0.973
473,Caribbean,Mussa angulosa,0,Mussidae,0.890
474,Caribbean,Mussa angulosa,0,Mussidae,0.890
475,Caribbean,Mussa sp.,0,Mussidae,0.890
476,Caribbean,Mussa sp.,0,Mussidae,0.890
477,Indian,Mycedium alcicornis,0,Pectiniidae,0.844
